Year,Atoll,Island,Treatment,Transect,Area,Family,Species,Function,Structure,Coral_cover,Length,Biomass,Abundance
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,12,2.6,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,12,2.6,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,12,2.6,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,13,3.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,13,3.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,13,3.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,13,3.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,14,4.2,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,14,4.2,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,14,4.2,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,13.33,13,3.3,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,13.33,14,4.2,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,13.33,17,7.3,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,13.33,17,7.3,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,13.33,23,17.8,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,1,150,Scaridae,Scarus_scaber,Herbivore,2.5,13.33,13,3.1,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,18.33,26,25.5,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,18.33,27,28.4,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,18.33,29,35.1,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,18.33,29,35.1,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,18.33,35,60.8,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,2,150,Scaridae,Scarus_frenatus,Herbivore,1.5,18.33,27,44.6,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,16.67,17,7.3,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,3,150,Scaridae,Scarus_niger,Herbivore,2,16.67,19,9.8,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,3,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2,16.67,44,119,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,6.67,10,1.5,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,6.67,12,2.6,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,6.67,12,2.6,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,6.67,12,2.6,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,6.67,12,2.6,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,6.67,12,2.6,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,6.67,13,3.3,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,6.67,13,3.3,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,6.67,14,4.2,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2.5,6.67,29,35.1,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2.5,6.67,30,38.7,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2.5,6.67,31,42.6,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2.5,6.67,32,46.8,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2.5,6.67,34,55.9,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,3,44.07,12,2.6,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,3,44.07,17,7.3,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,3,44.07,19,10.2,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,3,44.07,22,15.6,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,3,44.07,23,17.8,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,3,44.07,30,38.7,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,3,44.07,26,25.5,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,3,44.07,42,103.8,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Scarus_niger,Herbivore,3,44.07,17,6.9,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Scarus_niger,Herbivore,3,44.07,22,15.5,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Scarus_niger,Herbivore,3,44.07,30,41.1,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,3.5,45.76,32,46.8,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,3.5,45.76,32,46.8,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,2,150,Scaridae,Scarus_niger,Herbivore,3.5,45.76,17,6.9,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,2,150,Scaridae,Scarus_niger,Herbivore,3.5,45.76,30,41.1,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,2,150,Scaridae,Scarus_niger,Herbivore,3.5,45.76,32,50.4,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,2,150,Scaridae,Scarus_prasiognathos,Herbivore,3.5,45.76,31,41.4,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,2,150,Scaridae,Scarus_prasiognathos,Herbivore,3.5,45.76,31,41.4,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,2,150,Scaridae,Scarus_prasiognathos,Herbivore,3.5,45.76,31,41.4,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,2,150,Scaridae,Scarus_prasiognathos,Herbivore,3.5,45.76,31,41.4,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,2,150,Scaridae,Scarus_prasiognathos,Herbivore,3.5,45.76,31,41.4,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,2,150,Scaridae,Scarus_prasiognathos,Herbivore,3.5,45.76,31,41.4,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,2,150,Scaridae,Scarus_prasiognathos,Herbivore,3.5,45.76,31,41.4,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,2,150,Scaridae,Scarus_prasiognathos,Herbivore,3.5,45.76,31,41.4,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,2,150,Scaridae,Scarus_prasiognathos,Herbivore,3.5,45.76,31,41.4,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,3,150,Scaridae,Scarus_niger,Herbivore,3,60.7,34,61,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,4,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,3,75,36,66.1,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,4,150,Scaridae,Scarus_globiceps,Herbivore,3,75,32,45.6,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,4,150,Scaridae,Scarus_globiceps,Herbivore,3,75,33,49.9,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,4,150,Scaridae,Scarus_niger,Herbivore,3,75,27,29.6,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,4,150,Scaridae,Scarus_niger,Herbivore,3,75,28,33.1,66.7
2018,Salomon,Ile_Fouquet,Rats,1,150,Scaridae,Hipposcarus_harid,Herbivore,3.5,41.67,17,5.2,66.7
2018,Salomon,Ile_Fouquet,Rats,1,150,Scaridae,Scarus_falcipinnis,Herbivore,3.5,41.67,21,20.7,66.7
2018,Salomon,Ile_Fouquet,Rats,1,150,Scaridae,Scarus_niger,Herbivore,3.5,41.67,23,17.9,66.7
2018,Salomon,Ile_Fouquet,Rats,1,150,Scaridae,Scarus_niger,Herbivore,3.5,41.67,28,33.1,66.7
2018,Salomon,Ile_Fouquet,Rats,1,150,Scaridae,Scarus_niger,Herbivore,3.5,41.67,30,41.1,66.7
2018,Salomon,Ile_Fouquet,Rats,1,150,Scaridae,Scarus_niger,Herbivore,3.5,41.67,34,61,66.7
2018,Salomon,Ile_Fouquet,Rats,1,150,Scaridae,Scarus_scaber,Herbivore,3.5,41.67,17,6.9,66.7
2018,Salomon,Ile_Fouquet,Rats,2,150,Scaridae,Scarus_niger,Herbivore,3.5,33.3,19,9.8,66.7
2018,Salomon,Ile_Fouquet,Rats,2,150,Scaridae,Scarus_prasiognathos,Herbivore,3.5,33.3,36,64.7,66.7
2018,Salomon,Ile_Fouquet,Rats,3,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,3,28.33,46,135.5,66.7
2018,Salomon,Ile_Fouquet,Rats,3,150,Scaridae,Scarus_frenatus,Herbivore,3,28.33,27,44.6,66.7
2018,Salomon,Ile_Fouquet,Rats,3,150,Scaridae,Scarus_frenatus,Herbivore,3,28.33,42,172.4,66.7
2018,Salomon,Ile_Fouquet,Rats,3,150,Scaridae,Scarus_niger,Herbivore,3,28.33,26,26.3,66.7
2018,Salomon,Ile_Fouquet,Rats,3,150,Scaridae,Scarus_niger,Herbivore,3,28.33,33,55.5,66.7
2018,Salomon,Ile_Fouquet,Rats,3,150,Scaridae,Scarus_niger,Herbivore,3,28.33,34,61,66.7
2018,Salomon,Ile_Fouquet,Rats,3,150,Scaridae,Scarus_scaber,Herbivore,3,28.33,17,6.9,66.7
2018,Salomon,Ile_Fouquet,Rats,3,150,Scaridae,Scarus_scaber,Herbivore,3,28.33,22,14.9,66.7
2018,Salomon,Ile_Fouquet,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2,11.86,30,38.7,66.7
2018,Salomon,Ile_Fouquet,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2,11.86,35,60.8,66.7
2018,Salomon,Ile_Fouquet,Rats,4,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,2,11.86,36,66.1,66.7
2018,Salomon,Ile_Fouquet,Rats,4,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,2,11.86,40,90,66.7
2018,Salomon,Ile_Fouquet,Rats,4,150,Scaridae,Scarus_niger,Herbivore,2,11.86,26,26.3,66.7
2018,Salomon,Ile_Fouquet,Rats,4,150,Scaridae,Scarus_niger,Herbivore,2,11.86,33,55.5,66.7
2018,Salomon,Ile_Fouquet,Rats,4,150,Scaridae,Scarus_prasiognathos,Herbivore,2,11.86,26,24.5,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,1,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,3.5,46.67,43,111.2,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,1,150,Scaridae,Scarus_globiceps,Herbivore,3.5,46.67,34,54.6,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,1,150,Scaridae,Scarus_niger,Herbivore,3.5,46.67,19,9.8,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,1,150,Scaridae,Scarus_niger,Herbivore,3.5,46.67,29,37,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,34.48,8,0.8,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,34.48,8,0.8,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,34.48,8,0.8,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,34.48,8,0.8,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,34.48,8,0.8,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,34.48,8,0.8,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,34.48,8,0.8,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,34.48,8,0.8,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,34.48,10,1.5,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,34.48,10,1.5,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,34.48,19,10.2,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,2.5,34.48,33,51.2,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,2.5,34.48,35,60.8,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,2.5,34.48,37,71.6,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,2.5,34.48,39,83.5,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,2.5,34.48,41,96.7,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,2,150,Scaridae,Scarus_scaber,Herbivore,2.5,34.48,13,3.1,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,2,150,Scaridae,Scarus_scaber,Herbivore,2.5,34.48,13,3.1,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,2,150,Scaridae,Scarus_scaber,Herbivore,2.5,34.48,14,3.9,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,2,150,Scaridae,Scarus_scaber,Herbivore,2.5,34.48,16,5.8,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,3.5,46.55,16,6.1,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,3.5,46.55,16,6.1,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,3.5,46.55,17,7.3,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,3.5,46.55,18,8.7,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,3.5,46.55,33,51.2,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,3,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,3.5,46.55,36,66.1,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,3,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,3.5,46.55,37,71.6,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,3,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,3.5,46.55,37,71.6,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,3,150,Scaridae,Scarus_ghobban,Herbivore,3.5,46.55,33,48.1,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,3,150,Scaridae,Scarus_rubroviolaceus,Herbivore,3.5,46.55,41,96.7,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,3,150,Scaridae,Scarus_scaber,Herbivore,3.5,46.55,20,11.2,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,3,150,Scaridae,Scarus_scaber,Herbivore,3.5,46.55,27,27.5,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,3.5,45,8,0.8,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,3.5,45,8,0.8,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,3.5,45,9,1.1,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,3.5,45,9,1.1,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,3.5,45,15,5.1,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,3.5,45,16,6.1,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,3.5,45,16,6.1,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,3.5,45,17,7.3,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,3.5,45,17,7.3,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,3.5,45,33,51.2,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,3.5,45,42,103.8,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,4,150,Scaridae,Scarus_niger,Herbivore,3.5,45,14,3.8,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,4,150,Scaridae,Scarus_scaber,Herbivore,3.5,45,13,3.1,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,4,150,Scaridae,Scarus_scaber,Herbivore,3.5,45,13,3.1,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,4,150,Scaridae,Scarus_scaber,Herbivore,3.5,45,20,11.2,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,4,150,Scaridae,Scarus_scaber,Herbivore,3.5,45,23,17,66.7
2018,Salomon,Sal_Ile_Anglaise,Rats,4,150,Scaridae,Scarus_scaber,Herbivore,3.5,45,24,19.3,66.7
2019,Great_Chagos_Bank,Eagle,Rats,4,150,Scaridae,Chlorurus_capistratoides,Herbivore,1.5,18.33,28,31.6,66.7
2019,Great_Chagos_Bank,Eagle,Rats,4,150,Scaridae,Chlorurus_enneacanthus,Herbivore,1.5,18.33,32,46.8,66.7
2019,Great_Chagos_Bank,Eagle,Rats,4,150,Scaridae,Chlorurus_enneacanthus,Herbivore,1.5,18.33,32,46.8,66.7
2019,Great_Chagos_Bank,Eagle,Rats,4,150,Scaridae,Chlorurus_enneacanthus,Herbivore,1.5,18.33,34,46.8,66.7
2019,Great_Chagos_Bank,Eagle,Rats,4,150,Scaridae,Chlorurus_enneacanthus,Herbivore,1.5,18.33,34,46.8,66.7
2019,Great_Chagos_Bank,Eagle,Rats,4,150,Scaridae,Chlorurus_enneacanthus,Herbivore,1.5,18.33,36,66.1,66.7
